t,pos,vel,u,pref
6.16,0.966484,0.0264732,0.972059, 1
6.17,0.966749,0.0262642,0.972059, 1
6.18,0.967012,0.0260546,0.972059, 1
6.19,0.967272,0.0258446,0.972059, 1
6.2,0.967531,0.025634,0.972059, 1
6.21,0.967787,0.0254439,0.974155, 1
6.22,0.968041,0.0252531,0.974155, 1
6.23,0.968294,0.0250618,0.974155, 1
6.24,0.968545,0.0248697,0.974155, 1
6.25,0.968793,0.0246772,0.974155, 1
6.26,0.96904,0.024484,0.974155, 1
6.27,0.969285,0.0242903,0.974155, 1
6.28,0.969528,0.0240961,0.974155, 1
6.29,0.969769,0.0239014,0.974155, 1
6.3,0.970008,0.0237063,0.974155, 1
6.31,0.970245,0.0235301,0.976099, 1
6.32,0.97048,0.0233534,0.976099, 1
6.33,0.970714,0.023176,0.976099, 1
6.34,0.970945,0.0229981,0.976099, 1
6.35,0.971175,0.0228197,0.976099, 1
6.36,0.971404,0.0226407,0.976099, 1
6.37,0.97163,0.0224612,0.976099, 1
6.38,0.971855,0.0222813,0.976099, 1
6.39,0.972077,0.0221009,0.976099, 1
6.4,0.972298,0.0219201,0.976099, 1
6.41,0.972518,0.0217569,0.977899, 1
6.42,0.972735,0.0215932,0.977899, 1
6.43,0.972951,0.0214289,0.977899, 1
6.44,0.973165,0.0212641,0.977899, 1
6.45,0.973378,0.0210988,0.977899, 1
6.46,0.973589,0.020933,0.977899, 1
6.47,0.973798,0.0207668,0.977899, 1
6.48,0.974006,0.0206001,0.977899, 1
6.49,0.974212,0.020433,0.977899, 1
6.5,0.974416,0.0202656,0.977899, 1
6.51,0.974619,0.0201144,0.979567, 1
6.52,0.97482,0.0199628,0.979567, 1
6.53,0.97502,0.0198106,0.979567, 1
6.54,0.975218,0.019658,0.979567, 1
6.55,0.975415,0.0195049,0.979567, 1
6.56,0.97561,0.0193514,0.979567, 1
6.57,0.975803,0.0191974,0.979567, 1
6.58,0.975995,0.0190431,0.979567, 1
6.59,0.976185,0.0188884,0.979567, 1
6.6,0.976374,0.0187333,0.979567, 1
6.61,0.976562,0.0185933,0.981112, 1
6.62,0.976748,0.0184529,0.981112, 1
6.63,0.976932,0.018312,0.981112, 1
6.64,0.977115,0.0181707,0.981112, 1
6.65,0.977297,0.0180289,0.981112, 1
6.66,0.977477,0.0178868,0.981112, 1
6.67,0.977656,0.0177443,0.981112, 1
6.68,0.977834,0.0176014,0.981112, 1
6.69,0.97801,0.0174582,0.981112, 1
6.7,0.978184,0.0173146,0.981112, 1
6.71,0.978357,0.017185,0.982542, 1
6.72,0.978529,0.017055,0.982542, 1
6.73,0.9787,0.0169246,0.982542, 1
6.74,0.978869,0.0167938,0.982542, 1
6.75,0.979037,0.0166626,0.982542, 1
6.76,0.979204,0.016531,0.982542, 1
6.77,0.979369,0.0163991,0.982542, 1
6.78,0.979533,0.0162668,0.982542, 1
6.79,0.979696,0.0161342,0.982542, 1
6.8,0.979857,0.0160013,0.982542, 1
6.81,0.980017,0.0158814,0.983866, 1
6.82,0.980176,0.0157611,0.983866, 1
6.83,0.980333,0.0156404,0.983866, 1
6.84,0.98049,0.0155193,0.983866, 1
6.85,0.980645,0.0153979,0.983866, 1
6.86,0.980799,0.0152761,0.983866, 1
6.87,0.980952,0.015154,0.983866, 1
6.88,0.981103,0.0150316,0.983866, 1
6.89,0.981253,0.0149089,0.983866, 1
6.9,0.981403,0.014786,0.983866, 1
6.91,0.98155,0.014675,0.985091, 1
6.92,0.981697,0.0145636,0.985091, 1
6.93,0.981843,0.0144519,0.985091, 1
6.94,0.981987,0.0143399,0.985091, 1
6.95,0.982131,0.0142275,0.985091, 1
6.96,0.982273,0.0141149,0.985091, 1
6.97,0.982414,0.0140019,0.985091, 1
6.98,0.982554,0.0138887,0.985091, 1
6.99,0.982693,0.0137751,0.985091, 1
7,0.982831,0.0136614,0.985091, 1
7.01,0.982967,0.0135587,0.986225, 1
7.02,0.983103,0.0134557,0.986225, 1
7.03,0.983238,0.0133523,0.986225, 1
7.04,0.983371,0.0132487,0.986225, 1
7.05,0.983504,0.0131447,0.986225, 1
7.06,0.983635,0.0130405,0.986225, 1
7.07,0.983765,0.012936,0.986225, 1
7.08,0.983895,0.0128312,0.986225, 1
7.09,0.984023,0.0127262,0.986225, 1
7.1,0.98415,0.012621,0.986225, 1
7.11,0.984277,0.012526,0.987274, 1
7.12,0.984402,0.0124307,0.987274, 1
7.13,0.984526,0.0123351,0.987274, 1
7.14,0.98465,0.0122392,0.987274, 1
7.15,0.984772,0.0121431,0.987274, 1
7.16,0.984893,0.0120467,0.987274, 1
7.17,0.985014,0.01195,0.987274, 1
7.18,0.985133,0.0118531,0.987274, 1
7.19,0.985252,0.011756,0.987274, 1
7.2,0.985369,0.0116587,0.987274, 1
7.21,0.985486,0.0115708,0.988244, 1
7.22,0.985602,0.0114827,0.988244, 1
7.23,0.985717,0.0113943,0.988244, 1
7.24,0.98583,0.0113056,0.988244, 1
7.25,0.985944,0.0112167,0.988244, 1
7.26,0.986056,0.0111275,0.988244, 1
7.27,0.986167,0.0110381,0.988244, 1
7.28,0.986277,0.0109485,0.988244, 1
7.29,0.986387,0.0108587,0.988244, 1
7.3,0.986495,0.0107687,0.988244, 1
7.31,0.986603,0.0106875,0.989141, 1
7.32,0.98671,0.010606,0.989141, 1
7.33,0.986816,0.0105242,0.989141, 1
7.34,0.986921,0.0104422,0.989141, 1
7.35,0.987026,0.01036,0.989141, 1
7.36,0.987129,0.0102776,0.989141, 1
7.37,0.987232,0.0101949,0.989141, 1
7.38,0.987334,0.0101121,0.989141, 1
7.39,0.987435,0.010029,0.989141, 1
7.4,0.987535,0.00994578,0.989141, 1
7.41,0.987635,0.00987068,0.989971, 1
7.42,0.987734,0.00979534,0.989971, 1
7.43,0.987832,0.00971976,0.989971, 1
7.44,0.987929,0.00964395,0.989971, 1
7.45,0.988025,0.00956794,0.989971, 1
7.46,0.988121,0.00949172,0.989971, 1
7.47,0.988216,0.0094153,0.989971, 1
7.48,0.98831,0.0093387,0.989971, 1
7.49,0.988403,0.00926192,0.989971, 1
7.5,0.988496,0.00918498,0.989971, 1
7.51,0.988588,0.00911555,0.990738, 1
7.52,0.988679,0.0090459,0.990738, 1
7.53,0.988769,0.00897603,0.990738, 1
7.54,0.988859,0.00890596,0.990738, 1
7.55,0.988948,0.00883569,0.990738, 1
7.56,0.989037,0.00876523,0.990738, 1
7.57,0.989124,0.00869459,0.990738, 1
7.58,0.989211,0.00862378,0.990738, 1
7.59,0.989297,0.00855282,0.990738, 1
7.6,0.989383,0.00848169,0.990738, 1
7.61,0.989468,0.00841752,0.991447, 1
7.62,0.989552,0.00835314,0.991447, 1
7.63,0.989635,0.00828856,0.991447, 1
7.64,0.989718,0.00822379,0.991447, 1
7.65,0.989801,0.00815884,0.991447, 1
7.66,0.989882,0.00809372,0.991447, 1
7.67,0.989963,0.00802843,0.991447, 1
7.68,0.990043,0.00796299,0.991447, 1
7.69,0.990123,0.0078974,0.991447, 1
7.7,0.990202,0.00783166,0.991447, 1
7.71,0.99028,0.00777235,0.992103, 1
7.72,0.990358,0.00771285,0.992103, 1
7.73,0.990435,0.00765317,0.992103, 1
7.74,0.990512,0.00759331,0.992103, 1
7.75,0.990588,0.00753329,0.992103, 1
7.76,0.990663,0.00747311,0.992103, 1
7.77,0.990738,0.00741277,0.992103, 1
7.78,0.990812,0.00735229,0.992103, 1
7.79,0.990885,0.00729168,0.992103, 1
7.8,0.990958,0.00723093,0.992103, 1
7.81,0.991031,0.00717612,0.992708, 1
7.82,0.991102,0.00712114,0.992708, 1
7.83,0.991174,0.00706599,0.992708, 1
7.84,0.991244,0.00701068,0.992708, 1
7.85,0.991314,0.00695521,0.992708, 1
7.86,0.991384,0.0068996,0.992708, 1
7.87,0.991453,0.00684385,0.992708, 1
7.88,0.991521,0.00678796,0.992708, 1
7.89,0.991589,0.00673195,0.992708, 1
7.9,0.991657,0.00667583,0.992708, 1
7.91,0.991723,0.00662518,0.993268, 1
7.92,0.99179,0.00657438,0.993268, 1
7.93,0.991855,0.00652342,0.993268, 1
7.94,0.99192,0.00647231,0.993268, 1
7.95,0.991985,0.00642107,0.993268, 1
7.96,0.992049,0.00636968,0.993268, 1
7.97,0.992113,0.00631817,0.993268, 1
7.98,0.992176,0.00626654,0.993268, 1
7.99,0.992239,0.00621479,0.993268, 1
8,0.992301,0.00616294,0.993268, 1
8.01,0.992363,0.00611615,0.993785, 1
8.02,0.992424,0.00606921,0.993785, 1
8.03,0.992485,0.00602213,0.993785, 1
8.04,0.992545,0.00597492,0.993785, 1
8.05,0.992605,0.00592757,0.993785, 1
8.06,0.992664,0.0058801,0.993785, 1
8.07,0.992723,0.00583251,0.993785, 1
8.08,0.992781,0.00578481,0.993785, 1
8.09,0.992839,0.00573701,0.993785, 1
8.1,0.992896,0.0056891,0.993785, 1
8.11,0.992953,0.00564588,0.994263, 1
8.12,0.99301,0.00560252,0.994263, 1
8.13,0.993066,0.00555903,0.994263, 1
8.14,0.993121,0.00551541,0.994263, 1
8.15,0.993176,0.00547168,0.994263, 1
8.16,0.993231,0.00542783,0.994263, 1
8.17,0.993285,0.00538387,0.994263, 1
8.18,0.993339,0.00533981,0.994263, 1
8.19,0.993393,0.00529565,0.994263, 1
8.2,0.993445,0.0052514,0.994263, 1
8.21,0.993498,0.00521147,0.994704, 1
8.22,0.99355,0.00517142,0.994704, 1
8.23,0.993602,0.00513125,0.994704, 1
8.24,0.993653,0.00509096,0.994704, 1
8.25,0.993704,0.00505056,0.994704, 1
8.26,0.993755,0.00501006,0.994704, 1
8.27,0.993805,0.00496946,0.994704, 1
8.28,0.993854,0.00492876,0.994704, 1
8.29,0.993904,0.00488797,0.994704, 1
8.3,0.993953,0.0048471,0.994704, 1
8.31,0.994001,0.00481022,0.995112, 1
8.32,0.994049,0.00477323,0.995112, 1
8.33,0.994097,0.00473613,0.995112, 1
8.34,0.994144,0.00469892,0.995112, 1
8.35,0.994191,0.00466161,0.995112, 1
8.36,0.994238,0.0046242,0.995112, 1
8.37,0.994284,0.0045867,0.995112, 1
8.38,0.99433,0.00454911,0.995112, 1
8.39,0.994375,0.00451144,0.995112, 1
8.4,0.994421,0.00447369,0.995112, 1
8.41,0.994465,0.00443964,0.995489, 1
8.42,0.99451,0.00440547,0.995489, 1
8.43,0.994554,0.00437121,0.995489, 1
8.44,0.994597,0.00433685,0.995489, 1
8.45,0.994641,0.00430239,0.995489, 1
8.46,0.994684,0.00426784,0.995489, 1
8.47,0.994726,0.00423321,0.995489, 1
8.48,0.994769,0.0041985,0.995489, 1
8.49,0.994811,0.00416371,0.995489, 1
8.5,0.994852,0.00412885,0.995489, 1
8.51,0.994894,0.0040974,0.995836, 1
8.52,0.994935,0.00406585,0.995836, 1
8.53,0.994975,0.00403421,0.995836, 1
8.54,0.995016,0.00400248,0.995836, 1
8.55,0.995056,0.00397066,0.995836, 1
8.56,0.995095,0.00393876,0.995836, 1
8.57,0.995135,0.00390678,0.995836, 1
8.58,0.995174,0.00387473,0.995836, 1
8.59,0.995213,0.0038426,0.995836, 1
8.6,0.995251,0.00381041,0.995836, 1
8.61,0.995289,0.00378137,0.996157, 1
8.62,0.995327,0.00375224,0.996157, 1
8.63,0.995365,0.00372302,0.996157, 1
8.64,0.995402,0.00369372,0.996157, 1
8.65,0.995439,0.00366434,0.996157, 1
8.66,0.995475,0.00363488,0.996157, 1
8.67,0.995512,0.00360536,0.996157, 1
8.68,0.995548,0.00357576,0.996157, 1
8.69,0.995583,0.0035461,0.996157, 1
8.7,0.995619,0.00351638,0.996157, 1
8.71,0.995654,0.00348956,0.996454, 1
8.72,0.995689,0.00346267,0.996454, 1
8.73,0.995724,0.00343569,0.996454, 1
8.74,0.995758,0.00340863,0.996454, 1
8.75,0.995792,0.00338151,0.996454, 1
8.76,0.995826,0.00335431,0.996454, 1
8.77,0.995859,0.00332705,0.996454, 1
8.78,0.995893,0.00329972,0.996454, 1
8.79,0.995926,0.00327234,0.996454, 1
8.8,0.995958,0.0032449,0.996454, 1
8.81,0.995991,0.00322014,0.996728, 1
8.82,0.996023,0.00319531,0.996728, 1
8.83,0.996055,0.0031704,0.996728, 1
8.84,0.996087,0.00314542,0.996728, 1
8.85,0.996118,0.00312038,0.996728, 1
8.86,0.996149,0.00309527,0.996728, 1
8.87,0.99618,0.0030701,0.996728, 1
8.88,0.996211,0.00304487,0.996728, 1
8.89,0.996241,0.00301959,0.996728, 1
8.9,0.996272,0.00299425,0.996728, 1
8.91,0.996302,0.0029714,0.99698, 1
8.92,0.996331,0.00294847,0.99698, 1
8.93,0.996361,0.00292548,0.99698, 1
8.94,0.99639,0.00290242,0.99698, 1
8.95,0.996419,0.0028793,0.99698, 1
8.96,0.996448,0.00285612,0.99698, 1
8.97,0.996476,0.00283288,0.99698, 1
8.98,0.996505,0.00280959,0.99698, 1
8.99,0.996533,0.00278625,0.99698, 1
9,0.996561,0.00276287,0.99698, 1
9.01,0.996588,0.00274177,0.997214, 1
9.02,0.996616,0.0027206,0.997214, 1
9.03,0.996643,0.00269938,0.997214, 1
9.04,0.99667,0.00267809,0.997214, 1
9.05,0.996697,0.00265675,0.997214, 1
9.06,0.996723,0.00263535,0.997214, 1
9.07,0.99675,0.0026139,0.997214, 1
9.08,0.996776,0.0025924,0.997214, 1
9.09,0.996802,0.00257086,0.997214, 1
9.1,0.996827,0.00254927,0.997214, 1
9.11,0.996853,0.00252979,0.997429, 1
9.12,0.996878,0.00251026,0.997429, 1
9.13,0.996903,0.00249066,0.997429, 1
9.14,0.996928,0.00247101,0.997429, 1
9.15,0.996953,0.00245131,0.997429, 1
9.16,0.996977,0.00243156,0.997429, 1
9.17,0.997002,0.00241176,0.997429, 1
9.18,0.997026,0.00239192,0.997429, 1
9.19,0.99705,0.00237203,0.997429, 1
9.2,0.997074,0.0023521,0.997429, 1
9.21,0.997097,0.00233413,0.997628, 1
9.22,0.99712,0.0023161,0.997628, 1
9.23,0.997144,0.00229801,0.997628, 1
9.24,0.997167,0.00227987,0.997628, 1
9.25,0.997189,0.00226169,0.997628, 1
9.26,0.997212,0.00224346,0.997628, 1
9.27,0.997234,0.00222518,0.997628, 1
9.28,0.997257,0.00220687,0.997628, 1
9.29,0.997279,0.00218851,0.997628, 1
9.3,0.997301,0.00217012,0.997628, 1
9.31,0.997322,0.00215353,0.997811, 1
9.32,0.997344,0.00213688,0.997811, 1
9.33,0.997365,0.00212019,0.997811, 1
9.34,0.997386,0.00210345,0.997811, 1
9.35,0.997407,0.00208667,0.997811, 1
9.36,0.997428,0.00206984,0.997811, 1
9.37,0.997449,0.00205297,0.997811, 1
9.38,0.99747,0.00203607,0.997811, 1
9.39,0.99749,0.00201913,0.997811, 1
9.4,0.99751,0.00200215,0.997811, 1
9.41,0.99753,0.00198684,0.997981, 1
9.42,0.99755,0.00197148,0.997981, 1
9.43,0.99757,0.00195607,0.997981, 1
9.44,0.997589,0.00194062,0.997981, 1
9.45,0.997609,0.00192513,0.997981, 1
9.46,0.997628,0.0019096,0.997981, 1
9.47,0.997647,0.00189404,0.997981, 1
9.48,0.997666,0.00187843,0.997981, 1
9.49,0.997685,0.0018628,0.997981, 1
9.5,0.997703,0.00184713,0.997981, 1
9.51,0.997722,0.001833,0.998137, 1
9.52,0.99774,0.00181882,0.998137, 1
9.53,0.997758,0.0018046,0.998137, 1
9.54,0.997776,0.00179035,0.998137, 1
9.55,0.997794,0.00177605,0.998137, 1
9.56,0.997812,0.00176172,0.998137, 1
9.57,0.99783,0.00174735,0.998137, 1
9.58,0.997847,0.00173296,0.998137, 1
9.59,0.997864,0.00171853,0.998137, 1
9.6,0.997882,0.00170407,0.998137, 1
9.61,0.997899,0.00169103,0.998281, 1
9.62,0.997916,0.00167794,0.998281, 1
9.63,0.997932,0.00166482,0.998281, 1
9.64,0.997949,0.00165166,0.998281, 1
9.65,0.997966,0.00163847,0.998281, 1
9.66,0.997982,0.00162525,0.998281, 1
9.67,0.997998,0.00161199,0.998281, 1
9.68,0.998014,0.0015987,0.998281, 1
9.69,0.99803,0.00158539,0.998281, 1
9.7,0.998046,0.00157204,0.998281, 1
9.71,0.998062,0.00156001,0.998415, 1
9.72,0.998077,0.00154793,0.998415, 1
9.73,0.998093,0.00153583,0.998415, 1
9.74,0.998108,0.00152368,0.998415, 1
9.75,0.998124,0.00151151,0.998415, 1
9.76,0.998139,0.00149931,0.998415, 1
9.77,0.998154,0.00148707,0.998415, 1
9.78,0.998169,0.00147481,0.998415, 1
9.79,0.998183,0.00146252,0.998415, 1
9.8,0.998198,0.00145021,0.998415, 1
9.81,0.998212,0.0014391,0.998537, 1
9.82,0.998227,0.00142796,0.998537, 1
9.83,0.998241,0.00141679,0.998537, 1
9.84,0.998255,0.00140559,0.998537, 1
9.85,0.998269,0.00139435,0.998537, 1
9.86,0.998283,0.00138309,0.998537, 1
9.87,0.998297,0.0013718,0.998537, 1
9.88,0.998311,0.00136049,0.998537, 1
9.89,0.998324,0.00134915,0.998537, 1
9.9,0.998338,0.00133779,0.998537, 1
9.91,0.998351,0.00132754,0.998651, 1
9.92,0.998365,0.00131726,0.998651, 1
9.93,0.998378,0.00130695,0.998651, 1
9.94,0.998391,0.00129661,0.998651, 1
9.95,0.998404,0.00128625,0.998651, 1
9.96,0.998417,0.00127586,0.998651, 1
9.97,0.998429,0.00126544,0.998651, 1
9.98,0.998442,0.001255,0.998651, 1
9.99,0.998455,0.00124454,0.998651, 1
10,0.998467,0.00123405,0.998651, 1
10.01,0.998479,0.0012246,0.998755, 1
10.02,0.998492,0.00121511,0.998755, 1
10.03,0.998504,0.0012056,0.998755, 1
10.04,0.998516,0.00119606,0.998755, 1
10.05,0.998528,0.0011865,0.998755, 1
10.06,0.99854,0.00117691,0.998755, 1
10.07,0.998551,0.0011673,0.998755, 1
10.08,0.998563,0.00115767,0.998755, 1
10.09,0.998575,0.00114801,0.998755, 1
10.1,0.998586,0.00113834,0.998755, 1
