t,pos,vel,u,pref
0.63,-0.122551,0.95474,0.0116744, 1
0.64,-0.113004,0.946535,0.0116744, 1
0.65,-0.103539,0.938316,0.0116744, 1
0.66,-0.0941554,0.930085,0.0116744, 1
0.67,-0.0848545,0.921843,0.0116744, 1
0.68,-0.0756361,0.91359,0.0116744, 1
0.69,-0.0665002,0.905327,0.0116744, 1
0.7,-0.0574469,0.897055,0.0116744, 1
0.71,-0.0484764,0.889606,0.094673, 1
0.72,-0.0395803,0.882142,0.094673, 1
0.73,-0.0307589,0.874663,0.094673, 1
0.74,-0.0220123,0.86717,0.094673, 1
0.75,-0.0133406,0.859665,0.094673, 1
0.76,-0.00474393,0.852149,0.094673, 1
0.77,0.00377756,0.844622,0.094673, 1
0.78,0.0122238,0.837084,0.094673, 1
0.79,0.0205946,0.829538,0.094673, 1
0.8,0.02889,0.821983,0.094673, 1
0.81,0.0371098,0.815179,0.170462, 1
0.82,0.0452616,0.808361,0.170462, 1
0.83,0.0533452,0.801529,0.170462, 1
0.84,0.0613605,0.794685,0.170462, 1
0.85,0.0693074,0.787829,0.170462, 1
0.86,0.0771857,0.780963,0.170462, 1
0.87,0.0849953,0.774086,0.170462, 1
0.88,0.0927362,0.7672,0.170462, 1
0.89,0.100408,0.760305,0.170462, 1
0.9,0.108011,0.753402,0.170462, 1
0.91,0.115545,0.747185,0.239695, 1
0.92,0.123017,0.740955,0.239695, 1
0.93,0.130427,0.734712,0.239695, 1
0.94,0.137774,0.728458,0.239695, 1
0.95,0.145058,0.722192,0.239695, 1
0.96,0.15228,0.715917,0.239695, 1
0.97,0.159439,0.709632,0.239695, 1
0.98,0.166536,0.703338,0.239695, 1
0.99,0.173569,0.697036,0.239695, 1
1,0.180539,0.690727,0.239695, 1
1.01,0.187447,0.685044,0.302964, 1
1.02,0.194297,0.679349,0.302964, 1
1.03,0.201091,0.673642,0.302964, 1
1.04,0.207827,0.667924,0.302964, 1
1.05,0.214506,0.662196,0.302964, 1
1.06,0.221128,0.656459,0.302964, 1
1.07,0.227693,0.650713,0.302964, 1
1.08,0.2342,0.644958,0.302964, 1
1.09,0.24065,0.639196,0.302964, 1
1.1,0.247042,0.633428,0.302964, 1
1.11,0.253376,0.628231,0.360804, 1
1.12,0.259658,0.623023,0.360804, 1
1.13,0.265888,0.617804,0.360804, 1
1.14,0.272066,0.612575,0.360804, 1
1.15,0.278192,0.607337,0.360804, 1
1.16,0.284266,0.60209,0.360804, 1
1.17,0.290286,0.596834,0.360804, 1
1.18,0.296255,0.591571,0.360804, 1
1.19,0.30217,0.586301,0.360804, 1
1.2,0.308034,0.581024,0.360804, 1
1.21,0.313844,0.57627,0.413699, 1
1.22,0.319606,0.571506,0.413699, 1
1.23,0.325322,0.566732,0.413699, 1
1.24,0.330989,0.561949,0.413699, 1
1.25,0.336608,0.557156,0.413699, 1
1.26,0.34218,0.552356,0.413699, 1
1.27,0.347703,0.547547,0.413699, 1
1.28,0.353179,0.542732,0.413699, 1
1.29,0.358606,0.53791,0.413699, 1
1.3,0.363985,0.533081,0.413699, 1
1.31,0.369316,0.528732,0.46209, 1
1.32,0.374603,0.524372,0.46209, 1
1.33,0.379847,0.520003,0.46209, 1
1.34,0.385047,0.515626,0.46209, 1
1.35,0.390203,0.51124,0.46209, 1
1.36,0.395316,0.506846,0.46209, 1
1.37,0.400384,0.502446,0.46209, 1
1.38,0.405409,0.498038,0.46209, 1
1.39,0.410389,0.493625,0.46209, 1
1.4,0.415325,0.489205,0.46209, 1
1.41,0.420217,0.485224,0.506375, 1
1.42,0.42507,0.481233,0.506375, 1
1.43,0.429882,0.477234,0.506375, 1
1.44,0.434654,0.473226,0.506375, 1
1.45,0.439387,0.469211,0.506375, 1
1.46,0.444079,0.465189,0.506375, 1
1.47,0.448731,0.46116,0.506375, 1
1.48,0.453342,0.457125,0.506375, 1
1.49,0.457913,0.453084,0.506375, 1
1.5,0.462444,0.449038,0.506375, 1
1.51,0.466935,0.445392,0.546916, 1
1.52,0.471389,0.441738,0.546916, 1
1.53,0.475806,0.438076,0.546916, 1
1.54,0.480187,0.434406,0.546916, 1
1.55,0.484531,0.43073,0.546916, 1
1.56,0.488838,0.427046,0.546916, 1
1.57,0.493109,0.423357,0.546916, 1
1.58,0.497342,0.419661,0.546916, 1
1.59,0.501539,0.41596,0.546916, 1
1.6,0.505698,0.412254,0.546916, 1
1.61,0.509821,0.408915,0.58404, 1
1.62,0.51391,0.405568,0.58404, 1
1.63,0.517966,0.402214,0.58404, 1
1.64,0.521988,0.398852,0.58404, 1
1.65,0.525976,0.395484,0.58404, 1
1.66,0.529931,0.39211,0.58404, 1
1.67,0.533852,0.38873,0.58404, 1
1.68,0.53774,0.385345,0.58404, 1
1.69,0.541593,0.381954,0.58404, 1
1.7,0.545413,0.378559,0.58404, 1
1.71,0.549198,0.3755,0.618046, 1
1.72,0.552953,0.372433,0.618046, 1
1.73,0.556678,0.36936,0.618046, 1
1.74,0.560371,0.36628,0.618046, 1
1.75,0.564034,0.363194,0.618046, 1
1.76,0.567666,0.360102,0.618046, 1
1.77,0.571267,0.357005,0.618046, 1
1.78,0.574837,0.353903,0.618046, 1
1.79,0.578376,0.350796,0.618046, 1
1.8,0.581884,0.347685,0.618046, 1
1.81,0.585361,0.344881,0.649204, 1
1.82,0.58881,0.342071,0.649204, 1
1.83,0.59223,0.339254,0.649204, 1
1.84,0.595623,0.336431,0.649204, 1
1.85,0.598987,0.333602,0.649204, 1
1.86,0.602323,0.330769,0.649204, 1
1.87,0.605631,0.32793,0.649204, 1
1.88,0.60891,0.325086,0.649204, 1
1.89,0.612161,0.322238,0.649204, 1
1.9,0.615383,0.319386,0.649204, 1
1.91,0.618577,0.316816,0.677762, 1
1.92,0.621745,0.31424,0.677762, 1
1.93,0.624888,0.311658,0.677762, 1
1.94,0.628004,0.30907,0.677762, 1
1.95,0.631095,0.306477,0.677762, 1
1.96,0.63416,0.303879,0.677762, 1
1.97,0.637199,0.301276,0.677762, 1
1.98,0.640211,0.298669,0.677762, 1
1.99,0.643198,0.296058,0.677762, 1
2,0.646159,0.293443,0.677762, 1
2.01,0.649093,0.291086,0.703942, 1
2.02,0.652004,0.288724,0.703942, 1
2.03,0.654891,0.286356,0.703942, 1
2.04,0.657755,0.283983,0.703942, 1
2.05,0.660595,0.281605,0.703942, 1
2.06,0.663411,0.279222,0.703942, 1
2.07,0.666203,0.276835,0.703942, 1
2.08,0.668971,0.274444,0.703942, 1
2.09,0.671716,0.27205,0.703942, 1
2.1,0.674436,0.269651,0.703942, 1
2.11,0.677133,0.26749,0.72795, 1
2.12,0.679808,0.265323,0.72795, 1
2.13,0.682461,0.263152,0.72795, 1
2.14,0.685092,0.260975,0.72795, 1
2.15,0.687702,0.258794,0.72795, 1
2.16,0.69029,0.256608,0.72795, 1
2.17,0.692856,0.254419,0.72795, 1
2.18,0.6954,0.252226,0.72795, 1
2.19,0.697923,0.250029,0.72795, 1
2.2,0.700423,0.247829,0.72795, 1
2.21,0.702901,0.245846,0.749971, 1
2.22,0.70536,0.243858,0.749971, 1
2.23,0.707798,0.241866,0.749971, 1
2.24,0.710217,0.239869,0.749971, 1
2.25,0.712616,0.237868,0.749971, 1
2.26,0.714994,0.235863,0.749971, 1
2.27,0.717353,0.233854,0.749971, 1
2.28,0.719691,0.231841,0.749971, 1
2.29,0.72201,0.229826,0.749971, 1
2.3,0.724308,0.227807,0.749971, 1
2.31,0.726586,0.225988,0.770174, 1
2.32,0.728846,0.224164,0.770174, 1
2.33,0.731088,0.222335,0.770174, 1
2.34,0.733311,0.220503,0.770174, 1
2.35,0.735516,0.218666,0.770174, 1
2.36,0.737703,0.216826,0.770174, 1
2.37,0.739871,0.214983,0.770174, 1
2.38,0.742021,0.213136,0.770174, 1
2.39,0.744152,0.211286,0.770174, 1
2.4,0.746265,0.209434,0.770174, 1
2.41,0.748359,0.207764,0.788714, 1
2.42,0.750437,0.20609,0.788714, 1
2.43,0.752498,0.204411,0.788714, 1
2.44,0.754542,0.20273,0.788714, 1
2.45,0.756569,0.201044,0.788714, 1
2.46,0.75858,0.199355,0.788714, 1
2.47,0.760573,0.197663,0.788714, 1
2.48,0.76255,0.195968,0.788714, 1
2.49,0.76451,0.194269,0.788714, 1
2.5,0.766452,0.192569,0.788714, 1
2.51,0.768378,0.191036,0.805731, 1
2.52,0.770288,0.189499,0.805731, 1
2.53,0.772183,0.187959,0.805731, 1
2.54,0.774063,0.186414,0.805731, 1
2.55,0.775927,0.184867,0.805731, 1
2.56,0.777776,0.183316,0.805731, 1
2.57,0.779609,0.181763,0.805731, 1
2.58,0.781426,0.180206,0.805731, 1
2.59,0.783229,0.178647,0.805731, 1
2.6,0.785015,0.177086,0.805731, 1
2.61,0.786786,0.175678,0.821353, 1
2.62,0.788543,0.174267,0.821353, 1
2.63,0.790285,0.172853,0.821353, 1
2.64,0.792014,0.171435,0.821353, 1
2.65,0.793728,0.170014,0.821353, 1
2.66,0.795428,0.16859,0.821353, 1
2.67,0.797114,0.167163,0.821353, 1
2.68,0.798786,0.165734,0.821353, 1
2.69,0.800443,0.164302,0.821353, 1
2.7,0.802086,0.162868,0.821353, 1
2.71,0.803715,0.161576,0.835698, 1
2.72,0.805331,0.16028,0.835698, 1
2.73,0.806933,0.158981,0.835698, 1
2.74,0.808523,0.157679,0.835698, 1
2.75,0.8101,0.156374,0.835698, 1
2.76,0.811664,0.155066,0.835698, 1
2.77,0.813214,0.153756,0.835698, 1
2.78,0.814752,0.152443,0.835698, 1
2.79,0.816276,0.151128,0.835698, 1
2.8,0.817788,0.149811,0.835698, 1
2.81,0.819286,0.148623,0.848872, 1
2.82,0.820772,0.147433,0.848872, 1
2.83,0.822246,0.14624,0.848872, 1
2.84,0.823709,0.145044,0.848872, 1
2.85,0.825159,0.143845,0.848872, 1
2.86,0.826598,0.142644,0.848872, 1
2.87,0.828024,0.14144,0.848872, 1
2.88,0.829439,0.140234,0.848872, 1
2.89,0.830841,0.139026,0.848872, 1
2.9,0.832231,0.137816,0.848872, 1
2.91,0.833609,0.136725,0.860974, 1
2.92,0.834977,0.135632,0.860974, 1
2.93,0.836333,0.134535,0.860974, 1
2.94,0.837678,0.133436,0.860974, 1
2.95,0.839013,0.132335,0.860974, 1
2.96,0.840336,0.131231,0.860974, 1
2.97,0.841648,0.130125,0.860974, 1
2.98,0.842949,0.129017,0.860974, 1
2.99,0.84424,0.127907,0.860974, 1
3,0.845519,0.126796,0.860974, 1
3.01,0.846787,0.125793,0.872093, 1
3.02,0.848045,0.124789,0.872093, 1
3.03,0.849293,0.123781,0.872093, 1
3.04,0.85053,0.122771,0.872093, 1
3.05,0.851758,0.121759,0.872093, 1
3.06,0.852976,0.120745,0.872093, 1
3.07,0.854183,0.119729,0.872093, 1
3.08,0.85538,0.118711,0.872093, 1
3.09,0.856567,0.117691,0.872093, 1
3.1,0.857744,0.116669,0.872093, 1
3.11,0.858911,0.115748,0.882309, 1
3.12,0.860069,0.114824,0.882309, 1
3.13,0.861217,0.113899,0.882309, 1
3.14,0.862356,0.11297,0.882309, 1
3.15,0.863485,0.11204,0.882309, 1
3.16,0.864606,0.111108,0.882309, 1
3.17,0.865717,0.110174,0.882309, 1
3.18,0.866819,0.109238,0.882309, 1
3.19,0.867911,0.108301,0.882309, 1
3.2,0.868994,0.107362,0.882309, 1
3.21,0.870068,0.106515,0.891699, 1
3.22,0.871133,0.105666,0.891699, 1
3.23,0.87219,0.104815,0.891699, 1
3.24,0.873238,0.103962,0.891699, 1
3.25,0.874277,0.103107,0.891699, 1
3.26,0.875308,0.10225,0.891699, 1
3.27,0.876331,0.101392,0.891699, 1
3.28,0.877345,0.100532,0.891699, 1
3.29,0.87835,0.0996698,0.891699, 1
3.3,0.879347,0.0988066,0.891699, 1
3.31,0.880335,0.0980284,0.90033, 1
3.32,0.881315,0.0972481,0.90033, 1
3.33,0.882288,0.0964657,0.90033, 1
3.34,0.883252,0.0956815,0.90033, 1
3.35,0.884209,0.0948955,0.90033, 1
3.36,0.885158,0.0941077,0.90033, 1
3.37,0.886099,0.0933184,0.90033, 1
3.38,0.887032,0.0925275,0.90033, 1
3.39,0.887958,0.0917352,0.90033, 1
3.4,0.888875,0.0909416,0.90033, 1
3.41,0.889784,0.0902261,0.908265, 1
3.42,0.890687,0.0895086,0.908265, 1
3.43,0.891582,0.0887893,0.908265, 1
3.44,0.89247,0.0880682,0.908265, 1
3.45,0.89335,0.0873455,0.908265, 1
3.46,0.894224,0.0866212,0.908265, 1
3.47,0.89509,0.0858954,0.908265, 1
3.48,0.895949,0.0851682,0.908265, 1
3.49,0.896801,0.0844397,0.908265, 1
3.5,0.897645,0.0837099,0.908265, 1
3.51,0.898482,0.083052,0.91556, 1
3.52,0.899313,0.0823922,0.91556, 1
3.53,0.900137,0.0817308,0.91556, 1
3.54,0.900954,0.0810677,0.91556, 1
3.55,0.901765,0.0804031,0.91556, 1
3.56,0.902569,0.079737,0.91556, 1
3.57,0.903366,0.0790696,0.91556, 1
3.58,0.904157,0.0784008,0.91556, 1
3.59,0.904941,0.0777309,0.91556, 1
3.6,0.905718,0.0770597,0.91556, 1
3.61,0.906489,0.0764547,0.922269, 1
3.62,0.907253,0.0758479,0.922269, 1
3.63,0.908012,0.0752396,0.922269, 1
3.64,0.908764,0.0746298,0.922269, 1
3.65,0.90951,0.0740185,0.922269, 1
3.66,0.91025,0.0734059,0.922269, 1
3.67,0.910984,0.0727921,0.922269, 1
3.68,0.911712,0.072177,0.922269, 1
3.69,0.912434,0.0715608,0.922269, 1
3.7,0.91315,0.0709435,0.922269, 1
3.71,0.913859,0.070387,0.928439, 1
3.72,0.914563,0.0698289,0.928439, 1
3.73,0.915261,0.0692694,0.928439, 1
3.74,0.915954,0.0687085,0.928439, 1
3.75,0.916641,0.0681462,0.928439, 1
3.76,0.917323,0.0675828,0.928439, 1
3.77,0.917998,0.0670181,0.928439, 1
3.78,0.918669,0.0664523,0.928439, 1
3.79,0.919333,0.0658855,0.928439, 1
3.8,0.919992,0.0653177,0.928439, 1
3.81,0.920645,0.0648058,0.934114, 1
3.82,0.921293,0.0642924,0.934114, 1
3.83,0.921936,0.0637777,0.934114, 1
3.84,0.922574,0.0632617,0.934114, 1
3.85,0.923207,0.0627445,0.934114, 1
3.86,0.923834,0.0622261,0.934114, 1
3.87,0.924456,0.0617067,0.934114, 1
3.88,0.925073,0.0611862,0.934114, 1
3.89,0.925685,0.0606647,0.934114, 1
3.9,0.926292,0.0601424,0.934114, 1
3.91,0.926893,0.0596714,0.939335, 1
3.92,0.92749,0.0591991,0.939335, 1
3.93,0.928082,0.0587255,0.939335, 1
3.94,0.928669,0.0582508,0.939335, 1
3.95,0.929252,0.057775,0.939335, 1
3.96,0.929829,0.0572981,0.939335, 1
3.97,0.930402,0.0568201,0.939335, 1
3.98,0.930971,0.0563413,0.939335, 1
3.99,0.931534,0.0558615,0.939335, 1
4,0.932093,0.0553809,0.939335, 1
4.01,0.932647,0.0549475,0.944139, 1
4.02,0.933196,0.054513,0.944139, 1
4.03,0.933741,0.0540773,0.944139, 1
4.04,0.934282,0.0536405,0.944139, 1
4.05,0.934818,0.0532026,0.944139, 1
4.06,0.93535,0.0527638,0.944139, 1
4.07,0.935878,0.0523241,0.944139, 1
4.08,0.936401,0.0518834,0.944139, 1
4.09,0.93692,0.051442,0.944139, 1
4.1,0.937434,0.0509997,0.944139, 1
4.11,0.937944,0.050601,0.948558, 1
4.12,0.93845,0.0502011,0.948558, 1
4.13,0.938952,0.0498002,0.948558, 1
4.14,0.93945,0.0493982,0.948558, 1
4.15,0.939944,0.0489953,0.948558, 1
4.16,0.940434,0.0485915,0.948558, 1
4.17,0.94092,0.0481868,0.948558, 1
4.18,0.941402,0.0477813,0.948558, 1
4.19,0.94188,0.0473751,0.948558, 1
4.2,0.942354,0.0469681,0.948558, 1
4.21,0.942823,0.0466011,0.952625, 1
4.22,0.943289,0.0462331,0.952625, 1
4.23,0.943752,0.0458642,0.952625, 1
4.24,0.94421,0.0454942,0.952625, 1
4.25,0.944665,0.0451235,0.952625, 1
4.26,0.945117,0.0447518,0.952625, 1
4.27,0.945564,0.0443794,0.952625, 1
4.28,0.946008,0.0440062,0.952625, 1
4.29,0.946448,0.0436323,0.952625, 1
4.3,0.946884,0.0432577,0.952625, 1
4.31,0.947317,0.04292,0.956368, 1
4.32,0.947746,0.0425813,0.956368, 1
4.33,0.948172,0.0422417,0.956368, 1
4.34,0.948594,0.0419013,0.956368, 1
4.35,0.949013,0.04156,0.956368, 1
4.36,0.949429,0.0412179,0.956368, 1
4.37,0.949841,0.0408751,0.956368, 1
4.38,0.95025,0.0405316,0.956368, 1
4.39,0.950655,0.0401875,0.956368, 1
4.4,0.951057,0.0398428,0.956368, 1
4.41,0.951455,0.0395319,0.959812, 1
4.42,0.951851,0.0392201,0.959812, 1
4.43,0.952243,0.0389076,0.959812, 1
4.44,0.952632,0.0385942,0.959812, 1
4.45,0.953018,0.03828,0.959812, 1
4.46,0.953401,0.0379652,0.959812, 1
4.47,0.95378,0.0376496,0.959812, 1
4.48,0.954157,0.0373335,0.959812, 1
4.49,0.95453,0.0370167,0.959812, 1
4.5,0.9549,0.0366993,0.959812, 1
4.51,0.955267,0.0364132,0.962983, 1
4.52,0.955632,0.0361262,0.962983, 1
4.53,0.955993,0.0358385,0.962983, 1
4.54,0.956351,0.03555,0.962983, 1
4.55,0.956707,0.0352608,0.962983, 1
4.56,0.957059,0.034971,0.962983, 1
4.57,0.957409,0.0346805,0.962983, 1
4.58,0.957756,0.0343894,0.962983, 1
4.59,0.9581,0.0340978,0.962983, 1
4.6,0.958441,0.0338057,0.962983, 1
4.61,0.958779,0.0335422,0.965902, 1
4.62,0.959114,0.033278,0.965902, 1
4.63,0.959447,0.0330131,0.965902, 1
4.64,0.959777,0.0327476,0.965902, 1
4.65,0.960105,0.0324813,0.965902, 1
4.66,0.960429,0.0322145,0.965902, 1
4.67,0.960752,0.0319471,0.965902, 1
4.68,0.961071,0.0316791,0.965902, 1
4.69,0.961388,0.0314106,0.965902, 1
4.7,0.961702,0.0311417,0.965902, 1
4.71,0.962013,0.0308991,0.968589, 1
4.72,0.962322,0.0306559,0.968589, 1
4.73,0.962629,0.030412,0.968589, 1
4.74,0.962933,0.0301675,0.968589, 1
4.75,0.963235,0.0299224,0.968589, 1
4.76,0.963534,0.0296767,0.968589, 1
4.77,0.963831,0.0294305,0.968589, 1
4.78,0.964125,0.0291838,0.968589, 1
4.79,0.964417,0.0289366,0.968589, 1
4.8,0.964706,0.0286889,0.968589, 1
4.81,0.964993,0.0284656,0.971063, 1
4.82,0.965278,0.0282417,0.971063, 1
4.83,0.96556,0.0280171,0.971063, 1
4.84,0.96584,0.027792,0.971063, 1
4.85,0.966118,0.0275663,0.971063, 1
4.86,0.966394,0.0273401,0.971063, 1
4.87,0.966667,0.0271134,0.971063, 1
4.88,0.966938,0.0268862,0.971063, 1
4.89,0.967207,0.0266586,0.971063, 1
4.9,0.967474,0.0264306,0.971063, 1
4.91,0.967738,0.0262249,0.973341, 1
4.92,0.968,0.0260187,0.973341, 1
4.93,0.968261,0.0258119,0.973341, 1
4.94,0.968519,0.0256046,0.973341, 1
4.95,0.968775,0.0253968,0.973341, 1
4.96,0.969029,0.0251885,0.973341, 1
4.97,0.969281,0.0249797,0.973341, 1
4.98,0.96953,0.0247706,0.973341, 1
4.99,0.969778,0.024561,0.973341, 1
5,0.970024,0.024351,0.973341, 1
5.01,0.970267,0.0241616,0.975439, 1
5.02,0.970509,0.0239717,0.975439, 1
5.03,0.970749,0.0237813,0.975439, 1
5.04,0.970986,0.0235904,0.975439, 1
5.05,0.971222,0.023399,0.975439, 1
5.06,0.971456,0.0232072,0.975439, 1
5.07,0.971688,0.023015,0.975439, 1
5.08,0.971919,0.0228223,0.975439, 1
5.09,0.972147,0.0226293,0.975439, 1
5.1,0.972373,0.0224359,0.975439, 1
5.11,0.972597,0.0222615,0.977371, 1
5.12,0.97282,0.0220867,0.977371, 1
5.13,0.973041,0.0219113,0.977371, 1
5.14,0.97326,0.0217355,0.977371, 1
5.15,0.973477,0.0215592,0.977371, 1
5.16,0.973693,0.0213826,0.977371, 1
5.17,0.973907,0.0212055,0.977371, 1
5.18,0.974119,0.0210281,0.977371, 1
5.19,0.974329,0.0208504,0.977371, 1
5.2,0.974538,0.0206723,0.977371, 1
5.21,0.974744,0.0205117,0.97915, 1
5.22,0.974949,0.0203506,0.97915, 1
5.23,0.975153,0.0201891,0.97915, 1
5.24,0.975355,0.0200272,0.97915, 1
5.25,0.975555,0.0198649,0.97915, 1
5.26,0.975754,0.0197021,0.97915, 1
5.27,0.975951,0.0195391,0.97915, 1
5.28,0.976146,0.0193757,0.97915, 1
5.29,0.97634,0.019212,0.97915, 1
5.3,0.976532,0.0190479,0.97915, 1
5.31,0.976723,0.0189,0.980788, 1
5.32,0.976912,0.0187517,0.980788, 1
5.33,0.977099,0.0186029,0.980788, 1
5.34,0.977285,0.0184538,0.980788, 1
5.35,0.97747,0.0183043,0.980788, 1
5.36,0.977653,0.0181544,0.980788, 1
5.37,0.977834,0.0180042,0.980788, 1
5.38,0.978014,0.0178537,0.980788, 1
5.39,0.978193,0.0177029,0.980788, 1
5.4,0.97837,0.0175518,0.980788, 1
5.41,0.978545,0.0174156,0.982297, 1
5.42,0.978719,0.017279,0.982297, 1
5.43,0.978892,0.017142,0.982297, 1
5.44,0.979064,0.0170046,0.982297, 1
5.45,0.979234,0.0168669,0.982297, 1
5.46,0.979402,0.0167288,0.982297, 1
5.47,0.97957,0.0165905,0.982297, 1
5.48,0.979736,0.0164519,0.982297, 1
5.49,0.9799,0.016313,0.982297, 1
5.5,0.980063,0.0161738,0.982297, 1
5.51,0.980225,0.0160483,0.983687, 1
5.52,0.980385,0.0159224,0.983687, 1
5.53,0.980545,0.0157962,0.983687, 1
5.54,0.980703,0.0156697,0.983687, 1
5.55,0.980859,0.0155428,0.983687, 1
5.56,0.981015,0.0154157,0.983687, 1
5.57,0.981169,0.0152882,0.983687, 1
5.58,0.981322,0.0151605,0.983687, 1
5.59,0.981473,0.0150326,0.983687, 1
5.6,0.981624,0.0149044,0.983687, 1
5.61,0.981773,0.0147888,0.984967, 1
5.62,0.981921,0.0146729,0.984967, 1
5.63,0.982067,0.0145566,0.984967, 1
5.64,0.982213,0.01444,0.984967, 1
5.65,0.982357,0.0143232,0.984967, 1
5.66,0.982501,0.014206,0.984967, 1
5.67,0.982643,0.0140886,0.984967, 1
5.68,0.982784,0.013971,0.984967, 1
5.69,0.982923,0.0138531,0.984967, 1
5.7,0.983062,0.013735,0.984967, 1
5.71,0.983199,0.0136285,0.986147, 1
5.72,0.983335,0.0135217,0.986147, 1
5.73,0.983471,0.0134146,0.986147, 1
5.74,0.983605,0.0133073,0.986147, 1
5.75,0.983738,0.0131996,0.986147, 1
5.76,0.98387,0.0130917,0.986147, 1
5.77,0.984001,0.0129835,0.986147, 1
5.78,0.984131,0.0128752,0.986147, 1
5.79,0.984259,0.0127666,0.986147, 1
5.8,0.984387,0.0126578,0.986147, 1
5.81,0.984514,0.0125597,0.987233, 1
5.82,0.984639,0.0124613,0.987233, 1
5.83,0.984764,0.0123626,0.987233, 1
5.84,0.984887,0.0122637,0.987233, 1
5.85,0.98501,0.0121645,0.987233, 1
5.86,0.985132,0.0120651,0.987233, 1
5.87,0.985252,0.0119655,0.987233, 1
5.88,0.985372,0.0118656,0.987233, 1
5.89,0.985491,0.0117656,0.987233, 1
5.9,0.985608,0.0116653,0.987233, 1
5.91,0.985725,0.0115749,0.988234, 1
5.92,0.985841,0.0114843,0.988234, 1
5.93,0.985956,0.0113934,0.988234, 1
5.94,0.98607,0.0113022,0.988234, 1
5.95,0.986183,0.0112109,0.988234, 1
5.96,0.986295,0.0111193,0.988234, 1
5.97,0.986406,0.0110275,0.988234, 1
5.98,0.986516,0.0109355,0.988234, 1
5.99,0.986625,0.0108433,0.988234, 1
6,0.986734,0.010751,0.988234, 1
6.01,0.986841,0.0106677,0.989157, 1
6.02,0.986948,0.0105842,0.989157, 1
6.03,0.987054,0.0105004,0.989157, 1
6.04,0.987159,0.0104164,0.989157, 1
6.05,0.987263,0.0103323,0.989157, 1
6.06,0.987366,0.0102479,0.989157, 1
6.07,0.987469,0.0101633,0.989157, 1
6.08,0.987571,0.0100785,0.989157, 1
6.09,0.987671,0.00999361,0.989157, 1
6.1,0.987771,0.00990853,0.989157, 1
6.11,0.98787,0.00983179,0.990006, 1
6.12,0.987969,0.00975484,0.990006, 1
6.13,0.988066,0.00967767,0.990006, 1
6.14,0.988163,0.00960029,0.990006, 1
6.15,0.988259,0.00952272,0.990006, 1
