t,pos,vel,u,pref
1.01,-0.829909,1.08162,-0.088523, 1
1.02,-0.819093,1.07822,-0.088523, 1
1.03,-0.808311,1.07475,-0.088523, 1
1.04,-0.797564,1.0712,-0.088523, 1
1.05,-0.786852,1.06757,-0.088523, 1
1.06,-0.776176,1.06388,-0.088523, 1
1.07,-0.765537,1.06012,-0.088523, 1
1.08,-0.754936,1.05629,-0.088523, 1
1.09,-0.744373,1.05239,-0.088523, 1
1.1,-0.733849,1.04842,-0.088523, 1
1.11,-0.723365,1.04476,-0.0523901, 1
1.12,-0.712917,1.04102,-0.0523901, 1
1.13,-0.702507,1.03721,-0.0523901, 1
1.14,-0.692135,1.03334,-0.0523901, 1
1.15,-0.681801,1.02941,-0.0523901, 1
1.16,-0.671507,1.02541,-0.0523901, 1
1.17,-0.661253,1.02134,-0.0523901, 1
1.18,-0.65104,1.01722,-0.0523901, 1
1.19,-0.640868,1.01303,-0.0523901, 1
1.2,-0.630737,1.00879,-0.0523901, 1
1.21,-0.62065,1.00488,-0.0130321, 1
1.22,-0.610601,1.0009,-0.0130321, 1
1.23,-0.600592,0.99687,-0.0130321, 1
1.24,-0.590623,0.992777,-0.0130321, 1
1.25,-0.580695,0.988625,-0.0130321, 1
1.26,-0.570809,0.984415,-0.0130321, 1
1.27,-0.560965,0.980149,-0.0130321, 1
1.28,-0.551163,0.975827,-0.0130321, 1
1.29,-0.541405,0.97145,-0.0130321, 1
1.3,-0.531691,0.967019,-0.0130321, 1
1.31,-0.52202,0.962951,0.0285502, 1
1.32,-0.512391,0.958827,0.0285502, 1
1.33,-0.502803,0.954649,0.0285502, 1
1.34,-0.493256,0.950416,0.0285502, 1
1.35,-0.483752,0.94613,0.0285502, 1
1.36,-0.474291,0.941791,0.0285502, 1
1.37,-0.464873,0.937402,0.0285502, 1
1.38,-0.455499,0.932962,0.0285502, 1
1.39,-0.446169,0.928473,0.0285502, 1
1.4,-0.436884,0.923935,0.0285502, 1
1.41,-0.427645,0.91978,0.0715272, 1
1.42,-0.418447,0.915574,0.0715272, 1
1.43,-0.409292,0.911318,0.0715272, 1
1.44,-0.400178,0.907013,0.0715272, 1
1.45,-0.391108,0.90266,0.0715272, 1
1.46,-0.382082,0.89826,0.0715272, 1
1.47,-0.373099,0.893813,0.0715272, 1
1.48,-0.364161,0.889321,0.0715272, 1
1.49,-0.355268,0.884785,0.0715272, 1
1.5,-0.34642,0.880205,0.0715272, 1
1.51,-0.337618,0.876019,0.115215, 1
1.52,-0.328858,0.871787,0.115215, 1
1.53,-0.32014,0.86751,0.115215, 1
1.54,-0.311465,0.863189,0.115215, 1
1.55,-0.302833,0.858824,0.115215, 1
1.56,-0.294245,0.854416,0.115215, 1
1.57,-0.2857,0.849966,0.115215, 1
1.58,-0.277201,0.845476,0.115215, 1
1.59,-0.268746,0.840945,0.115215, 1
1.6,-0.260337,0.836375,0.115215, 1
1.61,-0.251973,0.832206,0.159055, 1
1.62,-0.243651,0.827994,0.159055, 1
1.63,-0.235371,0.823741,0.159055, 1
1.64,-0.227133,0.819448,0.159055, 1
1.65,-0.218939,0.815115,0.159055, 1
1.66,-0.210788,0.810744,0.159055, 1
1.67,-0.20268,0.806335,0.159055, 1
1.68,-0.194617,0.801889,0.159055, 1
1.69,-0.186598,0.797407,0.159055, 1
1.7,-0.178624,0.792889,0.159055, 1
1.71,-0.170695,0.788773,0.202593, 1
1.72,-0.162807,0.784618,0.202593, 1
1.73,-0.154961,0.780425,0.202593, 1
1.74,-0.147157,0.776197,0.202593, 1
1.75,-0.139395,0.771932,0.202593, 1
1.76,-0.131676,0.767633,0.202593, 1
1.77,-0.123999,0.763299,0.202593, 1
1.78,-0.116366,0.758932,0.202593, 1
1.79,-0.108777,0.754532,0.202593, 1
1.8,-0.101232,0.750101,0.202593, 1
1.81,-0.0937307,0.746067,0.245468, 1
1.82,-0.08627,0.741998,0.245468, 1
1.83,-0.07885,0.737896,0.245468, 1
1.84,-0.0714711,0.73376,0.245468, 1
1.85,-0.0641335,0.729592,0.245468, 1
1.86,-0.0568375,0.725392,0.245468, 1
1.87,-0.0495836,0.721161,0.245468, 1
1.88,-0.042372,0.7169,0.245468, 1
1.89,-0.035203,0.712609,0.245468, 1
1.9,-0.0280769,0.70829,0.245468, 1
1.91,-0.020994,0.704361,0.287391, 1
1.92,-0.0139504,0.700402,0.287391, 1
1.93,-0.00694641,0.696411,0.287391, 1
1.94,1.77033e-05,0.69239,0.287391, 1
1.95,0.00694161,0.68834,0.287391, 1
1.96,0.013825,0.684261,0.287391, 1
1.97,0.0206676,0.680154,0.287391, 1
1.98,0.0274692,0.67602,0.287391, 1
1.99,0.0342294,0.671859,0.287391, 1
2,0.040948,0.667672,0.287391, 1
2.01,0.0476247,0.663867,0.328141, 1
2.02,0.0542633,0.660034,0.328141, 1
2.03,0.0608637,0.656172,0.328141, 1
2.04,0.0674254,0.652283,0.328141, 1
2.05,0.0739482,0.648368,0.328141, 1
2.06,0.0804319,0.644426,0.328141, 1
2.07,0.0868762,0.640459,0.328141, 1
2.08,0.0932808,0.636467,0.328141, 1
2.09,0.0996454,0.632451,0.328141, 1
2.1,0.10597,0.628411,0.328141, 1
2.11,0.112254,0.624743,0.367549, 1
2.12,0.118501,0.621048,0.367549, 1
2.13,0.124712,0.617328,0.367549, 1
2.14,0.130885,0.613583,0.367549, 1
2.15,0.137021,0.609814,0.367549, 1
2.16,0.143119,0.606021,0.367549, 1
2.17,0.149179,0.602205,0.367549, 1
2.18,0.155201,0.598367,0.367549, 1
2.19,0.161185,0.594507,0.367549, 1
2.2,0.16713,0.590625,0.367549, 1
2.21,0.173036,0.587103,0.405493, 1
2.22,0.178908,0.583556,0.405493, 1
2.23,0.184743,0.579987,0.405493, 1
2.24,0.190543,0.576394,0.405493, 1
2.25,0.196307,0.57278,0.405493, 1
2.26,0.202035,0.569144,0.405493, 1
2.27,0.207726,0.565487,0.405493, 1
2.28,0.213381,0.56181,0.405493, 1
2.29,0.218999,0.558113,0.405493, 1
2.3,0.22458,0.554397,0.405493, 1
2.31,0.230124,0.551026,0.441887, 1
2.32,0.235634,0.547633,0.441887, 1
2.33,0.241111,0.544219,0.441887, 1
2.34,0.246553,0.540785,0.441887, 1
2.35,0.251961,0.53733,0.441887, 1
2.36,0.257334,0.533856,0.441887, 1
2.37,0.262673,0.530363,0.441887, 1
2.38,0.267976,0.526852,0.441887, 1
2.39,0.273245,0.523322,0.441887, 1
2.4,0.278478,0.519776,0.441887, 1
2.41,0.283676,0.51656,0.476678, 1
2.42,0.288841,0.513324,0.476678, 1
2.43,0.293975,0.510069,0.476678, 1
2.44,0.299075,0.506796,0.476678, 1
2.45,0.304143,0.503504,0.476678, 1
2.46,0.309178,0.500194,0.476678, 1
2.47,0.31418,0.496867,0.476678, 1
2.48,0.319149,0.493523,0.476678, 1
2.49,0.324084,0.490164,0.476678, 1
2.5,0.328986,0.486788,0.476678, 1
2.51,0.333854,0.483728,0.509836, 1
2.52,0.338691,0.480651,0.509836, 1
2.53,0.343498,0.477556,0.509836, 1
2.54,0.348273,0.474444,0.509836, 1
2.55,0.353017,0.471315,0.509836, 1
2.56,0.357731,0.46817,0.509836, 1
2.57,0.362412,0.465009,0.509836, 1
2.58,0.367062,0.461834,0.509836, 1
2.59,0.371681,0.458643,0.509836, 1
2.6,0.376267,0.455438,0.509836, 1
2.61,0.380822,0.452535,0.541357, 1
2.62,0.385347,0.449615,0.541357, 1
2.63,0.389843,0.446679,0.541357, 1
2.64,0.39431,0.443727,0.541357, 1
2.65,0.398747,0.44076,0.541357, 1
2.66,0.403155,0.437779,0.541357, 1
2.67,0.407533,0.434783,0.541357, 1
2.68,0.41188,0.431773,0.541357, 1
2.69,0.416198,0.42875,0.541357, 1
2.7,0.420486,0.425714,0.541357, 1
2.71,0.424743,0.422965,0.57125, 1
2.72,0.428972,0.4202,0.57125, 1
2.73,0.433174,0.417421,0.57125, 1
2.74,0.437349,0.414628,0.57125, 1
2.75,0.441495,0.41182,0.57125, 1
2.76,0.445613,0.409,0.57125, 1
2.77,0.449703,0.406166,0.57125, 1
2.78,0.453765,0.40332,0.57125, 1
2.79,0.457798,0.400462,0.57125, 1
2.8,0.461803,0.397591,0.57125, 1
2.81,0.465778,0.394993,0.599538, 1
2.82,0.469728,0.392381,0.599538, 1
2.83,0.473652,0.389755,0.599538, 1
2.84,0.47755,0.387116,0.599538, 1
2.85,0.481421,0.384465,0.599538, 1
2.86,0.485266,0.381801,0.599538, 1
2.87,0.489084,0.379126,0.599538, 1
2.88,0.492875,0.376439,0.599538, 1
2.89,0.496639,0.373742,0.599538, 1
2.9,0.500377,0.371033,0.599538, 1
2.91,0.504087,0.368582,0.626258, 1
2.92,0.507773,0.366118,0.626258, 1
2.93,0.511434,0.363641,0.626258, 1
2.94,0.51507,0.361153,0.626258, 1
2.95,0.518682,0.358653,0.626258, 1
2.96,0.522268,0.356143,0.626258, 1
2.97,0.52583,0.353621,0.626258, 1
2.98,0.529366,0.351089,0.626258, 1
2.99,0.532877,0.348547,0.626258, 1
3,0.536362,0.345996,0.626258, 1
3.01,0.539822,0.343687,0.651453, 1
3.02,0.543259,0.341366,0.651453, 1
3.03,0.546673,0.339034,0.651453, 1
3.04,0.550063,0.336692,0.651453, 1
3.05,0.55343,0.334339,0.651453, 1
3.06,0.556774,0.331976,0.651453, 1
3.07,0.560093,0.329603,0.651453, 1
3.08,0.563389,0.32722,0.651453, 1
3.09,0.566662,0.324829,0.651453, 1
3.1,0.56991,0.322428,0.651453, 1
3.11,0.573134,0.320257,0.675171, 1
3.12,0.576337,0.318074,0.675171, 1
3.13,0.579517,0.315882,0.675171, 1
3.14,0.582676,0.31368,0.675171, 1
3.15,0.585813,0.311468,0.675171, 1
3.16,0.588928,0.309247,0.675171, 1
3.17,0.59202,0.307017,0.675171, 1
3.18,0.59509,0.304778,0.675171, 1
3.19,0.598138,0.302531,0.675171, 1
3.2,0.601163,0.300276,0.675171, 1
3.21,0.604166,0.298236,0.697469, 1
3.22,0.607149,0.296187,0.697469, 1
3.23,0.61011,0.294128,0.697469, 1
3.24,0.613052,0.292061,0.697469, 1
3.25,0.615972,0.289984,0.697469, 1
3.26,0.618872,0.287899,0.697469, 1
3.27,0.621751,0.285806,0.697469, 1
3.28,0.624609,0.283705,0.697469, 1
3.29,0.627446,0.281597,0.697469, 1
3.3,0.630262,0.279481,0.697469, 1
3.31,0.633057,0.277568,0.718403, 1
3.32,0.635833,0.275646,0.718403, 1
3.33,0.638589,0.273715,0.718403, 1
3.34,0.641326,0.271776,0.718403, 1
3.35,0.644044,0.269829,0.718403, 1
3.36,0.646742,0.267874,0.718403, 1
3.37,0.649421,0.265912,0.718403, 1
3.38,0.65208,0.263943,0.718403, 1
3.39,0.65472,0.261967,0.718403, 1
3.4,0.657339,0.259984,0.718403, 1
3.41,0.659939,0.258191,0.738033, 1
3.42,0.662521,0.25639,0.738033, 1
3.43,0.665085,0.254581,0.738033, 1
3.44,0.667631,0.252765,0.738033, 1
3.45,0.670158,0.250941,0.738033, 1
3.46,0.672668,0.24911,0.738033, 1
3.47,0.675159,0.247273,0.738033, 1
3.48,0.677632,0.245429,0.738033, 1
3.49,0.680086,0.243579,0.738033, 1
3.5,0.682522,0.241722,0.738033, 1
3.51,0.684939,0.240044,0.756421, 1
3.52,0.687339,0.238359,0.756421, 1
3.53,0.689723,0.236666,0.756421, 1
3.54,0.69209,0.234966,0.756421, 1
3.55,0.694439,0.23326,0.756421, 1
3.56,0.696772,0.231547,0.756421, 1
3.57,0.699087,0.229828,0.756421, 1
3.58,0.701386,0.228103,0.756421, 1
3.59,0.703667,0.226372,0.756421, 1
3.6,0.70593,0.224636,0.756421, 1
3.61,0.708177,0.223067,0.773628, 1
3.62,0.710407,0.221491,0.773628, 1
3.63,0.712622,0.219908,0.773628, 1
3.64,0.714821,0.218319,0.773628, 1
3.65,0.717005,0.216724,0.773628, 1
3.66,0.719172,0.215123,0.773628, 1
3.67,0.721323,0.213516,0.773628, 1
3.68,0.723458,0.211904,0.773628, 1
3.69,0.725577,0.210287,0.773628, 1
3.7,0.72768,0.208664,0.773628, 1
3.71,0.729767,0.207198,0.789713, 1
3.72,0.731839,0.205725,0.789713, 1
3.73,0.733896,0.204247,0.789713, 1
3.74,0.735939,0.202763,0.789713, 1
3.75,0.737966,0.201273,0.789713, 1
3.76,0.739979,0.199778,0.789713, 1
3.77,0.741977,0.198277,0.789713, 1
3.78,0.743959,0.196772,0.789713, 1
3.79,0.745927,0.195262,0.789713, 1
3.8,0.74788,0.193747,0.789713, 1
3.81,0.749817,0.192378,0.804738, 1
3.82,0.751741,0.191003,0.804738, 1
3.83,0.753651,0.189623,0.804738, 1
3.84,0.755547,0.188238,0.804738, 1
3.85,0.75743,0.186847,0.804738, 1
3.86,0.759298,0.185452,0.804738, 1
3.87,0.761153,0.184052,0.804738, 1
3.88,0.762993,0.182647,0.804738, 1
3.89,0.76482,0.181238,0.804738, 1
3.9,0.766632,0.179825,0.804738, 1
3.91,0.76843,0.178548,0.818762, 1
3.92,0.770216,0.177266,0.818762, 1
3.93,0.771988,0.175979,0.818762, 1
3.94,0.773748,0.174687,0.818762, 1
3.95,0.775495,0.17339,0.818762, 1
3.96,0.777229,0.172089,0.818762, 1
3.97,0.77895,0.170783,0.818762, 1
3.98,0.780658,0.169473,0.818762, 1
3.99,0.782352,0.16816,0.818762, 1
4,0.784034,0.166842,0.818762, 1
4.01,0.785702,0.165652,0.83184, 1
4.02,0.787359,0.164457,0.83184, 1
4.03,0.789004,0.163257,0.83184, 1
4.04,0.790636,0.162053,0.83184, 1
4.05,0.792257,0.160844,0.83184, 1
4.06,0.793865,0.159632,0.83184, 1
4.07,0.795461,0.158415,0.83184, 1
4.08,0.797046,0.157195,0.83184, 1
4.09,0.798618,0.155971,0.83184, 1
4.1,0.800177,0.154743,0.83184, 1
4.11,0.801725,0.153634,0.844029, 1
4.12,0.803261,0.152521,0.844029, 1
4.13,0.804786,0.151404,0.844029, 1
4.14,0.8063,0.150282,0.844029, 1
4.15,0.807803,0.149156,0.844029, 1
4.16,0.809295,0.148027,0.844029, 1
4.17,0.810775,0.146894,0.844029, 1
4.18,0.812244,0.145758,0.844029, 1
4.19,0.813701,0.144618,0.844029, 1
4.2,0.815148,0.143475,0.844029, 1
4.21,0.816582,0.142443,0.855382, 1
4.22,0.818007,0.141406,0.855382, 1
4.23,0.819421,0.140366,0.855382, 1
4.24,0.820824,0.139322,0.855382, 1
4.25,0.822218,0.138274,0.855382, 1
4.26,0.8236,0.137223,0.855382, 1
4.27,0.824973,0.136169,0.855382, 1
4.28,0.826334,0.135111,0.855382, 1
4.29,0.827685,0.134051,0.855382, 1
4.3,0.829026,0.132987,0.855382, 1
4.31,0.830356,0.132026,0.865949, 1
4.32,0.831676,0.131062,0.865949, 1
4.33,0.832987,0.130094,0.865949, 1
4.34,0.834288,0.129123,0.865949, 1
4.35,0.835579,0.128148,0.865949, 1
4.36,0.83686,0.12717,0.865949, 1
4.37,0.838132,0.12619,0.865949, 1
4.38,0.839394,0.125206,0.865949, 1
4.39,0.840646,0.124219,0.865949, 1
4.4,0.841888,0.12323,0.865949, 1
4.41,0.843121,0.122337,0.875781, 1
4.42,0.844344,0.12144,0.875781, 1
4.43,0.845558,0.12054,0.875781, 1
4.44,0.846764,0.119637,0.875781, 1
4.45,0.84796,0.118731,0.875781, 1
4.46,0.849147,0.117822,0.875781, 1
4.47,0.850326,0.11691,0.875781, 1
4.48,0.851495,0.115995,0.875781, 1
4.49,0.852655,0.115078,0.875781, 1
4.5,0.853805,0.114159,0.875781, 1
4.51,0.854947,0.113328,0.884922, 1
4.52,0.85608,0.112495,0.884922, 1
4.53,0.857205,0.111658,0.884922, 1
4.54,0.858322,0.110819,0.884922, 1
4.55,0.85943,0.109976,0.884922, 1
4.56,0.86053,0.109132,0.884922, 1
4.57,0.861621,0.108284,0.884922, 1
4.58,0.862704,0.107434,0.884922, 1
4.59,0.863778,0.106582,0.884922, 1
4.6,0.864844,0.105728,0.884922, 1
4.61,0.865901,0.104956,0.893418, 1
4.62,0.866951,0.104182,0.893418, 1
4.63,0.867993,0.103405,0.893418, 1
4.64,0.869027,0.102625,0.893418, 1
4.65,0.870053,0.101843,0.893418, 1
4.66,0.871072,0.101058,0.893418, 1
4.67,0.872082,0.100271,0.893418, 1
4.68,0.873085,0.0994814,0.893418, 1
4.69,0.87408,0.0986899,0.893418, 1
4.7,0.875067,0.0978964,0.893418, 1
4.71,0.876045,0.0971798,0.90131, 1
4.72,0.877017,0.0964607,0.90131, 1
4.73,0.877982,0.095739,0.90131, 1
4.74,0.878939,0.0950149,0.90131, 1
4.75,0.879889,0.0942885,0.90131, 1
4.76,0.880832,0.0935598,0.90131, 1
4.77,0.881768,0.092829,0.90131, 1
4.78,0.882696,0.0920961,0.90131, 1
4.79,0.883617,0.0913613,0.90131, 1
4.8,0.884531,0.0906246,0.90131, 1
4.81,0.885437,0.0899594,0.908639, 1
4.82,0.886337,0.0892919,0.908639, 1
4.83,0.88723,0.088622,0.908639, 1
4.84,0.888116,0.0879498,0.908639, 1
4.85,0.888995,0.0872756,0.908639, 1
4.86,0.889868,0.0865992,0.908639, 1
4.87,0.890734,0.085921,0.908639, 1
4.88,0.891593,0.0852408,0.908639, 1
4.89,0.892446,0.0845588,0.908639, 1
4.9,0.893291,0.0838752,0.908639, 1
4.91,0.89413,0.0832579,0.915441, 1
4.92,0.894963,0.0826385,0.915441, 1
4.93,0.895789,0.0820169,0.915441, 1
4.94,0.896609,0.0813932,0.915441, 1
4.95,0.897423,0.0807676,0.915441, 1
4.96,0.898231,0.0801401,0.915441, 1
4.97,0.899032,0.0795108,0.915441, 1
4.98,0.899827,0.0788798,0.915441, 1
4.99,0.900616,0.0782471,0.915441, 1
5,0.901398,0.0776129,0.915441, 1
5.01,0.902175,0.0770403,0.921753, 1
5.02,0.902945,0.0764657,0.921753, 1
5.03,0.90371,0.0758891,0.921753, 1
5.04,0.904469,0.0753107,0.921753, 1
5.05,0.905222,0.0747304,0.921753, 1
5.06,0.905969,0.0741484,0.921753, 1
5.07,0.90671,0.0735648,0.921753, 1
5.08,0.907446,0.0729796,0.921753, 1
5.09,0.908176,0.0723928,0.921753, 1
5.1,0.9089,0.0718047,0.921753, 1
5.11,0.909618,0.0712737,0.927607, 1
5.12,0.910331,0.0707408,0.927607, 1
5.13,0.911038,0.0702062,0.927607, 1
5.14,0.91174,0.0696698,0.927607, 1
5.15,0.912437,0.0691318,0.927607, 1
5.16,0.913128,0.0685922,0.927607, 1
5.17,0.913814,0.0680511,0.927607, 1
5.18,0.914495,0.0675085,0.927607, 1
5.19,0.91517,0.0669645,0.927607, 1
5.2,0.915839,0.0664193,0.927607, 1
5.21,0.916503,0.065927,0.933035, 1
5.22,0.917163,0.0654331,0.933035, 1
5.23,0.917817,0.0649375,0.933035, 1
5.24,0.918466,0.0644403,0.933035, 1
5.25,0.919111,0.0639416,0.933035, 1
5.26,0.91975,0.0634414,0.933035, 1
5.27,0.920385,0.0629398,0.933035, 1
5.28,0.921014,0.062437,0.933035, 1
5.29,0.921638,0.0619328,0.933035, 1
5.3,0.922258,0.0614274,0.933035, 1
5.31,0.922872,0.0609713,0.938067, 1
5.32,0.923482,0.0605135,0.938067, 1
5.33,0.924087,0.0600542,0.938067, 1
5.34,0.924687,0.0595935,0.938067, 1
5.35,0.925283,0.0591313,0.938067, 1
5.36,0.925875,0.0586679,0.938067, 1
5.37,0.926461,0.0582031,0.938067, 1
5.38,0.927043,0.0577371,0.938067, 1
5.39,0.927621,0.05727,0.938067, 1
5.4,0.928193,0.0568018,0.938067, 1
5.41,0.928761,0.0563791,0.94273, 1
5.42,0.929325,0.055955,0.94273, 1
5.43,0.929885,0.0555295,0.94273, 1
5.44,0.93044,0.0551027,0.94273, 1
5.45,0.930991,0.0546745,0.94273, 1
5.46,0.931538,0.0542452,0.94273, 1
5.47,0.93208,0.0538147,0.94273, 1
5.48,0.932618,0.053383,0.94273, 1
5.49,0.933152,0.0529503,0.94273, 1
5.5,0.933682,0.0525166,0.94273, 1
5.51,0.934207,0.0521251,0.94705, 1
5.52,0.934728,0.0517323,0.94705, 1
5.53,0.935246,0.0513381,0.94705, 1
5.54,0.935759,0.0509428,0.94705, 1
5.55,0.936268,0.0505463,0.94705, 1
5.56,0.936774,0.0501486,0.94705, 1
5.57,0.937275,0.0497499,0.94705, 1
5.58,0.937773,0.0493502,0.94705, 1
5.59,0.938266,0.0489494,0.94705, 1
5.6,0.938756,0.0485478,0.94705, 1
5.61,0.939241,0.0481852,0.951051, 1
5.62,0.939723,0.0478215,0.951051, 1
5.63,0.940201,0.0474565,0.951051, 1
5.64,0.940676,0.0470905,0.951051, 1
5.65,0.941147,0.0467233,0.951051, 1
5.66,0.941614,0.0463551,0.951051, 1
5.67,0.942078,0.0459859,0.951051, 1
5.68,0.942537,0.0456158,0.951051, 1
5.69,0.942994,0.0452448,0.951051, 1
5.7,0.943446,0.0448729,0.951051, 1
5.71,0.943895,0.0445373,0.954755, 1
5.72,0.94434,0.0442005,0.954755, 1
5.73,0.944782,0.0438626,0.954755, 1
5.74,0.945221,0.0435237,0.954755, 1
5.75,0.945656,0.0431838,0.954755, 1
5.76,0.946088,0.042843,0.954755, 1
5.77,0.946516,0.0425012,0.954755, 1
5.78,0.946941,0.0421586,0.954755, 1
5.79,0.947363,0.0418152,0.954755, 1
5.8,0.947781,0.0414709,0.954755, 1
5.81,0.948196,0.0411603,0.958185, 1
5.82,0.948607,0.0408486,0.958185, 1
5.83,0.949016,0.0405358,0.958185, 1
5.84,0.949421,0.0402222,0.958185, 1
5.85,0.949823,0.0399076,0.958185, 1
5.86,0.950222,0.0395921,0.958185, 1
5.87,0.950618,0.0392758,0.958185, 1
5.88,0.951011,0.0389587,0.958185, 1
5.89,0.951401,0.0386409,0.958185, 1
5.9,0.951787,0.0383223,0.958185, 1
5.91,0.95217,0.0380348,0.961359, 1
5.92,0.952551,0.0377464,0.961359, 1
5.93,0.952928,0.037457,0.961359, 1
5.94,0.953303,0.0371667,0.961359, 1
5.95,0.953674,0.0368756,0.961359, 1
5.96,0.954043,0.0365837,0.961359, 1
5.97,0.954409,0.036291,0.961359, 1
5.98,0.954772,0.0359976,0.961359, 1
5.99,0.955132,0.0357035,0.961359, 1
6,0.955489,0.0354087,0.961359, 1
6.01,0.955843,0.0351427,0.964296, 1
6.02,0.956194,0.0348758,0.964296, 1
6.03,0.956543,0.0346081,0.964296, 1
6.04,0.956889,0.0343396,0.964296, 1
6.05,0.957233,0.0340702,0.964296, 1
6.06,0.957573,0.0338002,0.964296, 1
6.07,0.957911,0.0335294,0.964296, 1
6.08,0.958247,0.033258,0.964296, 1
6.09,0.958579,0.0329859,0.964296, 1
6.1,0.958909,0.0327132,0.964296, 1
6.11,0.959236,0.0324671,0.967014, 1
6.12,0.959561,0.0322202,0.967014, 1
